#race_year,race_id,race_country,finishing_position,car_number,driver_name,team,laps,time_in_milliseconds_measured_or_inferred,grid_starting_position
2012,872,Great Britain,2,5,Fernando Alonso,Ferrari,52,5114288,1
2012,872,Great Britain,3,1,Sebastian Vettel,Red Bull Racing-Renault,52,5116088,4
2012,872,Great Britain,4,6,Felipe Massa,Ferrari,52,5120788,5
2012,872,Great Britain,6,10,Romain Grosjean,Lotus-Renault,52,5128388,9
2012,872,Great Britain,7,7,Michael Schumacher,Mercedes,52,5140388,3
2012,872,Great Britain,8,4,Lewis Hamilton,McLaren-Mercedes,52,5147688,8
2012,872,Great Britain,9,19,Bruno Senna,Williams-Renault,52,5154588,13
2012,872,Great Britain,10,3,Jenson Button,McLaren-Mercedes,52,5155688,16
2012,872,Great Britain,11,14,Kamui Kobayashi,Sauber-Ferrari,52,5156588,17
2012,872,Great Britain,12,12,Nico Hulkenberg,Force India-Mercedes,52,5159088,14
2012,872,Great Britain,13,16,Daniel Ricciardo,STR-Ferrari,52,5162488,12
2012,872,Great Britain,14,17,Jean-Eric Vergne,STR-Ferrari,52,5164588,23
2012,872,Great Britain,15,8,Nico Rosberg,Mercedes,52,5168588,11
2012,872,Great Britain,16,18,Pastor Maldonado,Williams-Renault,51,5189085,7
2012,872,Great Britain,17,20,Heikki Kovalainen,Caterham-Renault,51,5199334,19
2012,872,Great Britain,18,24,Timo Glock,Marussia-Cosworth,51,5204458,20
2012,872,Great Britain,19,25,Charles Pic,Marussia-Cosworth,51,5207020,24
2012,872,Great Britain,20,22,Pedro de la Rosa,HRT-Cosworth,50,5257448,21
2012,872,Great Britain,21,23,Narain Karthikeyan,HRT-Cosworth,50,5282662,22
2012,873,Germany,1,5,Fernando Alonso,Ferrari,67,5465862,1
2012,873,Germany,2,3,Jenson Button,McLaren-Mercedes,67,5472762,6
2012,873,Germany,4,14,Kamui Kobayashi,Sauber-Ferrari,67,5487762,12
2012,873,Germany,5,1,Sebastian Vettel,Red Bull Racing-Renault,67,5489562,2
2012,873,Germany,6,15,Sergio Perez,Sauber-Ferrari,67,5493662,17
2012,873,Germany,7,7,Michael Schumacher,Mercedes,67,5494762,3
2012,873,Germany,8,2,Mark Webber,Red Bull Racing-Renault,67,5512762,8
2012,873,Germany,9,12,Nico Hulkenberg,Force India-Mercedes,67,5513962,4
2012,873,Germany,10,8,Nico Rosberg,Mercedes,67,5514662,21
2012,873,Germany,11,11,Paul di Resta,Force India-Mercedes,67,5525062,9
2012,873,Germany,12,6,Felipe Massa,Ferrari,67,5537262,13
2012,873,Germany,13,16,Daniel Ricciardo,STR-Ferrari,67,5542662,11
2012,873,Germany,14,17,Jean-Eric Vergne,STR-Ferrari,67,5542762,15
2012,873,Germany,15,18,Pastor Maldonado,Williams-Renault,66,5545102,5
2012,873,Germany,16,21,Vitaly Petrov,Caterham-Renault,66,5546272,18
2012,873,Germany,17,19,Bruno Senna,Williams-Renault,66,5546857,14
2012,873,Germany,18,10,Romain Grosjean,Lotus-Renault,66,5547150,19
2012,873,Germany,19,20,Heikki Kovalainen,Caterham-Renault,65,5588086,16
2012,873,Germany,20,25,Charles Pic,Marussia-Cosworth,65,5608554,20
2012,873,Germany,21,22,Pedro de la Rosa,HRT-Cosworth,64,5659578,23
2012,873,Germany,22,24,Timo Glock,Marussia-Cosworth,64,5685090,22
2012,873,Germany,23,23,Narain Karthikeyan,HRT-Cosworth,64,5697846,24
2012,874,Hungary,1,4,Lewis Hamilton,McLaren-Mercedes,69,6065503,1
2012,874,Hungary,3,10,Romain Grosjean,Lotus-Renault,69,6076003,2
2012,874,Hungary,4,1,Sebastian Vettel,Red Bull Racing-Renault,69,6077103,3
2012,874,Hungary,5,5,Fernando Alonso,Ferrari,69,6092103,6
2012,874,Hungary,6,3,Jenson Button,McLaren-Mercedes,69,6095703,4
2012,874,Hungary,7,19,Bruno Senna,Williams-Renault,69,6099303,9
2012,874,Hungary,8,2,Mark Webber,Red Bull Racing-Renault,69,6099903,11
2012,874,Hungary,9,6,Felipe Massa,Ferrari,69,6103803,7
2012,874,Hungary,10,8,Nico Rosberg,Mercedes,69,6116703,13
2012,874,Hungary,11,12,Nico Hulkenberg,Force India-Mercedes,69,6122703,10
2012,874,Hungary,12,11,Paul di Resta,Force India-Mercedes,69,6128303,12
2012,874,Hungary,13,18,Pastor Maldonado,Williams-Renault,69,6129103,8
2012,874,Hungary,14,15,Sergio Perez,Sauber-Ferrari,69,6129903,14
2012,874,Hungary,15,16,Daniel Ricciardo,STR-Ferrari,68,6141656,18
2012,874,Hungary,16,17,Jean-Eric Vergne,STR-Ferrari,68,6147532,16
2012,874,Hungary,17,20,Heikki Kovalainen,Caterham-Renault,68,6150470,19
2012,874,Hungary,19,21,Vitaly Petrov,Caterham-Renault,67,6195892,20
2012,874,Hungary,20,25,Charles Pic,Marussia-Cosworth,67,6218603,21
2012,874,Hungary,21,24,Timo Glock,Marussia-Cosworth,66,6273912,22
2012,874,Hungary,22,22,Pedro de la Rosa,HRT-Cosworth,66,6301566,23
2012,875,Belgium,1,3,Jenson Button,McLaren-Mercedes,44,5348530,1
2012,875,Belgium,2,1,Sebastian Vettel,Red Bull Racing-Renault,44,5362130,10
2012,875,Belgium,4,12,Nico Hulkenberg,Force India-Mercedes,44,5376330,11
2012,875,Belgium,5,6,Felipe Massa,Ferrari,44,5378330,14
2012,875,Belgium,6,2,Mark Webber,Red Bull Racing-Renault,44,5379730,12
2012,875,Belgium,7,7,Michael Schumacher,Mercedes,44,5401830,13
2012,875,Belgium,8,17,Jean-Eric Vergne,STR-Ferrari,44,5407330,15
2012,875,Belgium,9,16,Daniel Ricciardo,STR-Ferrari,44,5411430,16
2012,875,Belgium,10,11,Paul di Resta,Force India-Mercedes,44,5412230,9
2012,875,Belgium,11,8,Nico Rosberg,Mercedes,44,5413629,23
2012,875,Belgium,12,19,Bruno Senna,Williams-Renault,44,5420030,17
2012,875,Belgium,13,14,Kamui Kobayashi,Sauber-Ferrari,43,5445059,2
2012,875,Belgium,14,21,Vitaly Petrov,Caterham-Renault,43,5457573,19
2012,875,Belgium,15,24,Timo Glock,Marussia-Cosworth,43,5463830,20
2012,875,Belgium,16,25,Charles Pic,Marussia-Cosworth,43,5466959,22
2012,875,Belgium,17,20,Heikki Kovalainen,Caterham-Renault,43,5468523,18
2012,875,Belgium,18,22,Pedro de la Rosa,HRT-Cosworth,43,5469305,21
2012,876,Italy,1,4,Lewis Hamilton,McLaren-Mercedes,53,4781221,1
2012,876,Italy,2,15,Sergio Perez,Sauber-Ferrari,53,4785521,12
2012,876,Italy,3,5,Fernando Alonso,Ferrari,53,4801721,10
2012,876,Italy,4,6,Felipe Massa,Ferrari,53,4810821,3
2012,876,Italy,6,7,Michael Schumacher,Mercedes,53,4812421,4
2012,876,Italy,7,8,Nico Rosberg,Mercedes,53,4814721,6
2012,876,Italy,8,11,Paul di Resta,Force India-Mercedes,53,4822221,9
2012,876,Italy,9,14,Kamui Kobayashi,Sauber-Ferrari,53,4825021,8
2012,876,Italy,10,19,Bruno Senna,Williams-Renault,53,4829321,13
2012,876,Italy,11,18,Pastor Maldonado,Williams-Renault,53,4829821,22
2012,876,Italy,12,16,Daniel Ricciardo,STR-Ferrari,53,4831521,14
2012,876,Italy,14,20,Heikki Kovalainen,Caterham-Renault,52,4851477,17
2012,876,Italy,15,21,Vitaly Petrov,Caterham-Renault,52,4861455,18
2012,876,Italy,16,25,Charles Pic,Marussia-Cosworth,52,4866444,20
2012,876,Italy,17,24,Timo Glock,Marussia-Cosworth,52,4868938,19
2012,876,Italy,18,22,Pedro de la Rosa,HRT-Cosworth,52,4870185,23
2012,876,Italy,19,23,Narain Karthikeyan,HRT-Cosworth,52,4870809,21
2012,877,Singapore,1,1,Sebastian Vettel,Red Bull Racing-Renault,59,7226144,3
2012,877,Singapore,2,3,Jenson Button,McLaren-Mercedes,59,7235044,4
2012,877,Singapore,3,5,Fernando Alonso,Ferrari,59,7241344,5
2012,877,Singapore,4,11,Paul di Resta,Force India-Mercedes,59,7245144,6
2012,877,Singapore,5,8,Nico Rosberg,Mercedes,59,7260844,10
2012,877,Singapore,7,10,Romain Grosjean,Lotus-Renault,59,7262744,8
2012,877,Singapore,8,6,Felipe Massa,Ferrari,59,7268944,13
2012,877,Singapore,9,16,Daniel Ricciardo,STR-Ferrari,59,7271944,15
2012,877,Singapore,10,15,Sergio Perez,Sauber-Ferrari,59,7276744,14
2012,877,Singapore,11,2,Mark Webber,Red Bull Racing-Renault,59,7293244,7
2012,877,Singapore,12,24,Timo Glock,Marussia-Cosworth,59,7318044,20
2012,877,Singapore,13,14,Kamui Kobayashi,Sauber-Ferrari,59,7323244,17
2012,877,Singapore,14,12,Nico Hulkenberg,Force India-Mercedes,59,7325544,11
2012,877,Singapore,15,20,Heikki Kovalainen,Caterham-Renault,59,7334044,19
2012,877,Singapore,16,25,Charles Pic,Marussia-Cosworth,59,7359044,21
2012,877,Singapore,17,22,Pedro de la Rosa,HRT-Cosworth,58,7353833,24
2012,877,Singapore,19,21,Vitaly Petrov,Caterham-Renault,57,7412466,18
2012,878,Japan,1,1,Sebastian Vettel,Red Bull Racing-Renault,53,5336242,1
2012,878,Japan,2,6,Felipe Massa,Ferrari,53,5356842,10
2012,878,Japan,3,14,Kamui Kobayashi,Sauber-Ferrari,53,5360742,3
2012,878,Japan,4,3,Jenson Button,McLaren-Mercedes,53,5361242,8
2012,878,Japan,5,4,Lewis Hamilton,McLaren-Mercedes,53,5382642,9
2012,878,Japan,7,12,Nico Hulkenberg,Force India-Mercedes,53,5387342,15
2012,878,Japan,8,18,Pastor Maldonado,Williams-Renault,53,5388542,12
2012,878,Japan,9,2,Mark Webber,Red Bull Racing-Renault,53,5390842,2
2012,878,Japan,10,16,Daniel Ricciardo,STR-Ferrari,53,5403142,14
2012,878,Japan,11,7,Michael Schumacher,Mercedes,53,5403942,23
2012,878,Japan,12,11,Paul di Resta,Force India-Mercedes,53,5419642,11
2012,878,Japan,13,17,Jean-Eric Vergne,STR-Ferrari,53,5424842,19
2012,878,Japan,14,19,Bruno Senna,Williams-Renault,53,5424942,16
2012,878,Japan,15,20,Heikki Kovalainen,Caterham-Renault,52,5430934,17
2012,878,Japan,16,24,Timo Glock,Marussia-Cosworth,52,5433930,18
2012,878,Japan,17,21,Vitaly Petrov,Caterham-Renault,52,5435428,22
2012,878,Japan,18,22,Pedro de la Rosa,HRT-Cosworth,52,5436177,20
2012,879,Korea,1,1,Sebastian Vettel,Red Bull Racing-Renault,55,5788651,2
2012,879,Korea,2,2,Mark Webber,Red Bull Racing-Renault,55,5796851,1
2012,879,Korea,3,5,Fernando Alonso,Ferrari,55,5802551,4
2012,879,Korea,4,6,Felipe Massa,Ferrari,55,5808751,6
2012,879,Korea,6,12,Nico Hulkenberg,Force India-Mercedes,55,5833951,8
2012,879,Korea,7,10,Romain Grosjean,Lotus-Renault,55,5843451,7
2012,879,Korea,8,17,Jean-Eric Vergne,STR-Ferrari,55,5858151,16
2012,879,Korea,9,16,Daniel Ricciardo,STR-Ferrari,55,5860351,21
2012,879,Korea,10,4,Lewis Hamilton,McLaren-Mercedes,55,5868251,3
2012,879,Korea,11,15,Sergio Perez,Sauber-Ferrari,55,5868651,12
2012,879,Korea,12,11,Paul di Resta,Force India-Mercedes,55,5873051,14
2012,879,Korea,13,7,Michael Schumacher,Mercedes,55,5877851,10
2012,879,Korea,14,18,Pastor Maldonado,Williams-Renault,55,5883551,15
2012,879,Korea,15,19,Bruno Senna,Williams-Renault,55,5885551,17
2012,879,Korea,16,21,Vitaly Petrov,Caterham-Renault,54,5889725,18
2012,879,Korea,17,20,Heikki Kovalainen,Caterham-Renault,54,5891812,19
2012,879,Korea,18,24,Timo Glock,Marussia-Cosworth,54,5892856,20
2012,879,Korea,19,25,Charles Pic,Marussia-Cosworth,53,5946002,24
2012,879,Korea,20,23,Narain Karthikeyan,HRT-Cosworth,53,5972575,23
2012,880,India,1,1,Sebastian Vettel,Red Bull Racing-Renault,60,5470744,1
2012,880,India,2,5,Fernando Alonso,Ferrari,60,5480144,5
2012,880,India,3,2,Mark Webber,Red Bull Racing-Renault,60,5483944,2
2012,880,India,4,4,Lewis Hamilton,McLaren-Mercedes,60,5484644,3
2012,880,India,5,3,Jenson Button,McLaren-Mercedes,60,5496944,4
2012,880,India,6,6,Felipe Massa,Ferrari,60,5515344,6
2012,880,India,8,12,Nico Hulkenberg,Force India-Mercedes,60,5525644,12
2012,880,India,9,10,Romain Grosjean,Lotus-Renault,60,5526844,11
2012,880,India,10,19,Bruno Senna,Williams-Renault,60,5545644,13
2012,880,India,11,8,Nico Rosberg,Mercedes,60,5552344,10
2012,880,India,12,11,Paul di Resta,Force India-Mercedes,60,5553544,16
2012,880,India,13,16,Daniel Ricciardo,STR-Ferrari,60,5556744,15
2012,880,India,14,14,Kamui Kobayashi,Sauber-Ferrari,60,5557144,17
2012,880,India,15,17,Jean-Eric Vergne,STR-Ferrari,59,5559534,18
2012,880,India,16,18,Pastor Maldonado,Williams-Renault,59,5560729,9
2012,880,India,17,21,Vitaly Petrov,Caterham-Renault,59,5561326,19
2012,880,India,18,20,Heikki Kovalainen,Caterham-Renault,59,5561625,20
2012,880,India,19,25,Charles Pic,Marussia-Cosworth,59,5561774,24
2012,880,India,20,24,Timo Glock,Marussia-Cosworth,58,5607438,21
2012,880,India,21,23,Narain Karthikeyan,HRT-Cosworth,58,5630270,23
2012,882,United States,1,4,Lewis Hamilton,McLaren-Mercedes,56,5755269,2
2012,882,United States,2,1,Sebastian Vettel,Red Bull Racing-Renault,56,5755869,1
2012,882,United States,3,5,Fernando Alonso,Ferrari,56,5794469,7
2012,882,United States,4,6,Felipe Massa,Ferrari,56,5801269,11
2012,882,United States,5,3,Jenson Button,McLaren-Mercedes,56,5811669,12
2012,882,United States,7,10,Romain Grosjean,Lotus-Renault,56,5825569,8
2012,882,United States,8,12,Nico Hulkenberg,Force India-Mercedes,56,5828969,6
2012,882,United States,9,18,Pastor Maldonado,Williams-Renault,56,5829769,9
2012,882,United States,10,19,Bruno Senna,Williams-Renault,56,5830369,10
2012,882,United States,11,15,Sergio Perez,Sauber-Ferrari,56,5839569,15
2012,882,United States,12,16,Daniel Ricciardo,STR-Ferrari,56,5840069,18
2012,882,United States,13,8,Nico Rosberg,Mercedes,56,5840769,17
2012,882,United States,14,14,Kamui Kobayashi,Sauber-Ferrari,55,5849405,16
2012,882,United States,15,11,Paul di Resta,Force India-Mercedes,55,5853723,13
2012,882,United States,16,7,Michael Schumacher,Mercedes,55,5855882,5
2012,882,United States,17,21,Vitaly Petrov,Caterham-Renault,55,5856962,21
2012,882,United States,18,20,Heikki Kovalainen,Caterham-Renault,55,5857502,22
2012,882,United States,19,24,Timo Glock,Marussia-Cosworth,55,5857772,19
2012,882,United States,20,25,Charles Pic,Marussia-Cosworth,54,5909293,20
2012,882,United States,21,22,Pedro de la Rosa,HRT-Cosworth,54,5935054,23
2012,882,United States,22,23,Narain Karthikeyan,HRT-Cosworth,54,5947934,24
2012,883,Brazil,1,3,Jenson Button,McLaren-Mercedes,71,6322656,2
2012,883,Brazil,2,5,Fernando Alonso,Ferrari,71,6325356,7
2012,883,Brazil,3,6,Felipe Massa,Ferrari,71,6326256,5
2012,883,Brazil,4,2,Mark Webber,Red Bull Racing-Renault,71,6327556,3
2012,883,Brazil,5,12,Nico Hulkenberg,Force India-Mercedes,71,6328356,6
2012,883,Brazil,6,1,Sebastian Vettel,Red Bull Racing-Renault,71,6332056,4
2012,883,Brazil,7,7,Michael Schumacher,Mercedes,71,6334556,13
2012,883,Brazil,8,17,Jean-Eric Vergne,STR-Ferrari,71,6351256,17
2012,883,Brazil,9,14,Kamui Kobayashi,Sauber-Ferrari,71,6353856,14
2012,883,Brazil,11,21,Vitaly Petrov,Caterham-Renault,70,6382782,19
2012,883,Brazil,12,25,Charles Pic,Marussia-Cosworth,70,6397245,22
2012,883,Brazil,13,16,Daniel Ricciardo,STR-Ferrari,70,6404476,15
2012,883,Brazil,14,20,Heikki Kovalainen,Caterham-Renault,70,6408092,20
2012,883,Brazil,15,8,Nico Rosberg,Mercedes,70,6409900,9
2012,883,Brazil,16,24,Timo Glock,Marussia-Cosworth,70,6410804,21
2012,883,Brazil,17,22,Pedro de la Rosa,HRT-Cosworth,69,6455781,24
2012,883,Brazil,18,23,Narain Karthikeyan,HRT-Cosworth,69,6478270,23
2011,844,Australia,1,1,Sebastian Vettel,Red Bull Racing-Renault,58,5370259,1
2011,844,Australia,2,3,Lewis Hamilton,McLaren-Mercedes,58,5392459,2
2011,844,Australia,3,10,Vitaly Petrov,Renault,58,5400759,6
2011,844,Australia,4,5,Fernando Alonso,Ferrari,58,5401959,5
2011,844,Australia,5,2,Mark Webber,Red Bull Racing-Renault,58,5408359,3
2011,844,Australia,6,4,Jenson Button,McLaren-Mercedes,58,5424559,4
2011,844,Australia,7,6,Felipe Massa,Ferrari,58,5455359,8
2011,844,Australia,8,18,Sebastien Buemi,STR-Ferrari,57,5459104,10
2011,844,Australia,9,14,Adrian Sutil,Force India-Mercedes,57,5460977,16
2011,844,Australia,10,15,Paul di Resta,Force India-Mercedes,57,5461913,14
2011,844,Australia,11,19,Jaime Alguersuari,STR-Ferrari,57,5462381,12
2011,844,Australia,12,9,Nick Heidfeld,Renault,57,5462615,18
2011,844,Australia,13,21,Jarno Trulli,Lotus-Renault,56,5509028,20
2011,846,Malaysia,1,1,Sebastian Vettel,Red Bull Racing-Renault,56,5859832,1
2011,846,Malaysia,2,4,Jenson Button,McLaren-Mercedes,56,5863032,4
2011,846,Malaysia,3,9,Nick Heidfeld,Renault,56,5884832,6
2011,846,Malaysia,4,2,Mark Webber,Red Bull Racing-Renault,56,5886132,3
2011,846,Malaysia,5,6,Felipe Massa,Ferrari,56,5896732,7
2011,846,Malaysia,6,5,Fernando Alonso,Ferrari,56,5917032,5
2011,846,Malaysia,7,16,Kamui Kobayashi,Sauber-Ferrari,56,5926232,10
2011,846,Malaysia,8,3,Lewis Hamilton,McLaren-Mercedes,56,5929732,2
2011,846,Malaysia,9,7,Michael Schumacher,Mercedes,56,5944632,11
2011,846,Malaysia,10,15,Paul di Resta,Force India-Mercedes,56,5951332,14
2011,846,Malaysia,11,14,Adrian Sutil,Force India-Mercedes,56,5961132,17
2011,846,Malaysia,12,8,Nico Rosberg,Mercedes,55,5962802,9
2011,846,Malaysia,13,18,Sebastien Buemi,STR-Ferrari,55,5963637,12
2011,846,Malaysia,14,19,Jaime Alguersuari,STR-Ferrari,55,5964054,13
2011,846,Malaysia,15,20,Heikki Kovalainen,Lotus-Renault,55,5964263,19
2011,846,Malaysia,16,24,Timo Glock,Virgin-Cosworth,54,6016687,21
2011,848,China,1,3,Lewis Hamilton,McLaren-Mercedes,56,5818226,3
2011,848,China,2,1,Sebastian Vettel,Red Bull Racing-Renault,56,5823326,1
2011,848,China,3,2,Mark Webber,Red Bull Racing-Renault,56,5825726,18
2011,848,China,4,4,Jenson Button,McLaren-Mercedes,56,5828226,2
2011,848,China,5,8,Nico Rosberg,Mercedes,56,5831626,4
2011,848,China,6,6,Felipe Massa,Ferrari,56,5834026,6
2011,848,China,7,5,Fernando Alonso,Ferrari,56,5848826,5
2011,848,China,8,7,Michael Schumacher,Mercedes,56,5849226,14
2011,848,China,9,10,Vitaly Petrov,Renault,56,5875626,10
2011,848,China,10,16,Kamui Kobayashi,Sauber-Ferrari,56,5881426,13
2011,848,China,11,15,Paul di Resta,Force India-Mercedes,56,5886926,8
2011,848,China,12,9,Nick Heidfeld,Renault,56,5890926,16
2011,848,China,13,11,Rubens Barrichello,Williams-Cosworth,56,5908326,15
2011,848,China,14,18,Sebastien Buemi,STR-Ferrari,56,5908826,9
2011,848,China,15,14,Adrian Sutil,Force India-Mercedes,55,5915474,11
2011,848,China,16,20,Heikki Kovalainen,Lotus-Renault,55,5918798,19
2011,848,China,17,17,Sergio Perez,Sauber-Ferrari,55,5920460,12
2011,848,China,18,12,Pastor Maldonado,Williams-Cosworth,55,5921291,17
2011,848,China,19,21,Jarno Trulli,Lotus-Renault,55,5921707,20
2011,848,China,21,24,Timo Glock,Virgin-Cosworth,54,5973863,22
2011,848,China,22,23,Vitantonio Liuzzi,HRT-Cosworth,54,5999941,23
2011,848,China,23,22,Narain Karthikeyan,HRT-Cosworth,54,6012980,24
2011,850,Turkey,1,1,Sebastian Vettel,Red Bull Racing-Renault,58,5417558,1
2011,850,Turkey,2,2,Mark Webber,Red Bull Racing-Renault,58,5426358,2
2011,850,Turkey,3,5,Fernando Alonso,Ferrari,58,5427558,5
2011,850,Turkey,4,3,Lewis Hamilton,McLaren-Mercedes,58,5457758,4
2011,850,Turkey,5,8,Nico Rosberg,Mercedes,58,5465058,3
2011,850,Turkey,6,4,Jenson Button,McLaren-Mercedes,58,5476958,6
2011,850,Turkey,7,9,Nick Heidfeld,Renault,58,5478358,9
2011,850,Turkey,8,10,Vitaly Petrov,Renault,58,5485658,7
2011,850,Turkey,9,18,Sebastien Buemi,STR-Ferrari,58,5486858,16
2011,850,Turkey,10,16,Kamui Kobayashi,Sauber-Ferrari,58,5495558,24
2011,850,Turkey,11,6,Felipe Massa,Ferrari,58,5497358,10
2011,850,Turkey,12,7,Michael Schumacher,Mercedes,58,5502958,8
2011,850,Turkey,13,14,Adrian Sutil,Force India-Mercedes,57,5506961,12
2011,850,Turkey,14,17,Sergio Perez,Sauber-Ferrari,57,5508963,15
2011,850,Turkey,15,11,Rubens Barrichello,Williams-Cosworth,57,5509964,11
2011,850,Turkey,16,19,Jaime Alguersuari,STR-Ferrari,57,5510464,17
2011,850,Turkey,17,12,Pastor Maldonado,Williams-Cosworth,57,5510714,14
2011,850,Turkey,18,21,Jarno Trulli,Lotus-Renault,57,5510839,19
2011,850,Turkey,19,20,Heikki Kovalainen,Lotus-Renault,56,5557605,18
2011,850,Turkey,21,22,Narain Karthikeyan,HRT-Cosworth,55,5627691,22
2011,850,Turkey,22,23,Vitantonio Liuzzi,HRT-Cosworth,53,5756140,20
2011,853,Spain,1,1,Sebastian Vettel,Red Bull Racing-Renault,66,5943301,2
2011,853,Spain,2,3,Lewis Hamilton,McLaren-Mercedes,66,5943901,3
2011,853,Spain,3,4,Jenson Button,McLaren-Mercedes,66,5978901,5
2011,853,Spain,4,2,Mark Webber,Red Bull Racing-Renault,66,5991201,1
2011,853,Spain,5,5,Fernando Alonso,Ferrari,65,6012276,4
2011,853,Spain,6,7,Michael Schumacher,Mercedes,65,6022814,10
2011,853,Spain,7,8,Nico Rosberg,Mercedes,65,6028083,7
2011,853,Spain,8,9,Nick Heidfeld,Renault,65,6030717,24
2011,853,Spain,9,17,Sergio Perez,Sauber-Ferrari,65,6032034,12
2011,853,Spain,10,16,Kamui Kobayashi,Sauber-Ferrari,65,6032693,14
2011,853,Spain,11,10,Vitaly Petrov,Renault,65,6033022,6
2011,853,Spain,12,15,Paul di Resta,Force India-Mercedes,65,6033187,16
2011,853,Spain,13,14,Adrian Sutil,Force India-Mercedes,65,6033269,17
2011,853,Spain,14,18,Sebastien Buemi,STR-Ferrari,65,6033310,11
2011,853,Spain,15,12,Pastor Maldonado,Williams-Cosworth,65,6033331,9
2011,853,Spain,16,19,Jaime Alguersuari,STR-Ferrari,64,6078366,13
2011,853,Spain,17,11,Rubens Barrichello,Williams-Cosworth,64,6100884,19
2011,853,Spain,18,21,Jarno Trulli,Lotus-Renault,64,6112143,18
2011,853,Spain,19,24,Timo Glock,Virgin-Cosworth,63,6162797,20
2011,853,Spain,21,22,Narain Karthikeyan,HRT-Cosworth,61,6278174,22
2011,855,Monaco,1,1,Sebastian Vettel,Red Bull Racing-Renault,78,7778373,1
2011,855,Monaco,2,5,Fernando Alonso,Ferrari,78,7779473,4
2011,855,Monaco,3,4,Jenson Button,McLaren-Mercedes,78,7780673,2
2011,855,Monaco,4,2,Mark Webber,Red Bull Racing-Renault,78,7801473,3
2011,855,Monaco,5,16,Kamui Kobayashi,Sauber-Ferrari,78,7805273,12
2011,855,Monaco,6,3,Lewis Hamilton,McLaren-Mercedes,78,7825573,9
2011,855,Monaco,7,14,Adrian Sutil,Force India-Mercedes,77,7851834,14
2011,855,Monaco,8,9,Nick Heidfeld,Renault,77,7864965,15
2011,855,Monaco,9,11,Rubens Barrichello,Williams-Cosworth,77,7871530,11
2011,855,Monaco,10,18,Sebastien Buemi,STR-Ferrari,77,7874813,16
2011,855,Monaco,11,8,Nico Rosberg,Mercedes,76,7926316,7
2011,855,Monaco,12,15,Paul di Resta,Force India-Mercedes,76,7952067,13
2011,855,Monaco,13,21,Jarno Trulli,Lotus-Renault,76,7964943,18
2011,855,Monaco,14,20,Heikki Kovalainen,Lotus-Renault,76,7971381,17
2011,855,Monaco,16,23,Vitantonio Liuzzi,HRT-Cosworth,75,8024461,23
2011,855,Monaco,17,22,Narain Karthikeyan,HRT-Cosworth,74,8100862,22
2011,857,Canada,1,4,Jenson Button,McLaren-Mercedes,70,14679537,7
2011,857,Canada,2,1,Sebastian Vettel,Red Bull Racing-Renault,70,14682237,1
2011,857,Canada,3,2,Mark Webber,Red Bull Racing-Renault,70,14693337,4
2011,857,Canada,4,7,Michael Schumacher,Mercedes,70,14693737,8
2011,857,Canada,5,10,Vitaly Petrov,Renault,70,14699837,10
2011,857,Canada,6,6,Felipe Massa,Ferrari,70,14712737,3
2011,857,Canada,7,16,Kamui Kobayashi,Sauber-Ferrari,70,14712737,13
2011,857,Canada,8,19,Jaime Alguersuari,STR-Ferrari,70,14715437,24
2011,857,Canada,9,11,Rubens Barrichello,Williams-Cosworth,70,14724637,16
2011,857,Canada,10,18,Sebastien Buemi,STR-Ferrari,70,14726537,15
2011,857,Canada,11,8,Nico Rosberg,Mercedes,70,14729937,6
2011,857,Canada,12,17,Pedro de la Rosa,Sauber-Ferrari,70,14743137,17
2011,857,Canada,13,23,Vitantonio Liuzzi,HRT-Cosworth,69,14816191,20
2011,857,Canada,15,24,Timo Glock,Virgin-Cosworth,69,14852718,21
2011,857,Canada,16,21,Jarno Trulli,Lotus-Renault,69,14870981,18
2011,857,Canada,17,22,Narain Karthikeyan,HRT-Cosworth,69,14880113,22
2011,860,Europe,1,1,Sebastian Vettel,Red Bull Racing-Renault,57,5976169,1
2011,860,Europe,2,5,Fernando Alonso,Ferrari,57,5986969,4
2011,860,Europe,3,2,Mark Webber,Red Bull Racing-Renault,57,6003369,2
2011,860,Europe,4,3,Lewis Hamilton,McLaren-Mercedes,57,6022269,3
2011,860,Europe,5,6,Felipe Massa,Ferrari,57,6027869,5
2011,860,Europe,6,4,Jenson Button,McLaren-Mercedes,57,6036169,6
2011,860,Europe,7,8,Nico Rosberg,Mercedes,57,6074169,7
2011,860,Europe,8,19,Jaime Alguersuari,STR-Ferrari,56,6077592,18
2011,860,Europe,9,14,Adrian Sutil,Force India-Mercedes,56,6079303,10
2011,860,Europe,10,9,Nick Heidfeld,Renault,56,6080159,9
2011,860,Europe,11,17,Sergio Perez,Sauber-Ferrari,56,6080587,16
2011,860,Europe,12,11,Rubens Barrichello,Williams-Cosworth,56,6080801,13
2011,860,Europe,13,18,Sebastien Buemi,STR-Ferrari,56,6080908,17
2011,860,Europe,14,15,Paul di Resta,Force India-Mercedes,56,6080961,12
2011,860,Europe,15,10,Vitaly Petrov,Renault,56,6080988,11
2011,860,Europe,16,16,Kamui Kobayashi,Sauber-Ferrari,56,6081001,14
2011,860,Europe,17,7,Michael Schumacher,Mercedes,56,6081008,8
2011,860,Europe,18,12,Pastor Maldonado,Williams-Cosworth,56,6081011,15
2011,860,Europe,19,20,Heikki Kovalainen,Lotus-Renault,55,6133435,19
2011,860,Europe,20,21,Jarno Trulli,Lotus-Renault,55,6159647,20
